samples	symbol	Mutation	CNA Status	Expression
TCGA-06-0750	NF1	-	-	-0.691
TCGA-06-0750	NFE2L2	-	-	0.24
TCGA-06-0750	NLRP3	-	-	0.21
TCGA-06-0750	NOTCH1	-	-	0.465
TCGA-06-0750	NR4A2	-	-	-0.202
TCGA-06-0750	PCBP1	-	-	-0.529
TCGA-06-0750	PDGFRA	-	-	0.088
TCGA-06-0750	PIK3CA	-	-	-0.607
TCGA-06-0750	PIK3CG	-	-	-0.12
TCGA-06-0750	PIK3R1	1	-	-0.008
TCGA-06-0750	PIP5K1A	-	-	-0.235
TCGA-06-0750	PLCG1	-	-	0.507
TCGA-06-0750	PPP2R1A	-	-	0.204
TCGA-06-0750	PTEN	-	-	-0.985
TCGA-06-0750	RAC1	-	-	1.427
TCGA-06-0750	RANBP2	-	-	-0.984
TCGA-06-0750	RANBP3	-	-	1.237
TCGA-06-0750	RB1	-	-	-0.121
TCGA-06-0750	RBMX	-	-	-0.854
TCGA-06-0750	RHEB	-	-	0.823
TCGA-06-0750	RHOA	-	-	1.282
TCGA-06-0750	RPL5	-	-	-0.68
TCGA-06-0750	RPSAP58	-	-	0.104
TCGA-06-0750	RUNX1	-	-	-0.231
TCGA-06-0750	RXRA	-	-	0.037
TCGA-06-0750	SMAD2	-	-	-0.497
TCGA-06-0750	SMC1A	-	-	-1.293
TCGA-06-0750	SPATA6	-	-	1.043
TCGA-06-0750	SPEN	-	-	-0.735
TCGA-06-0750	SPOP	-	-	0.31
TCGA-06-0750	STAG2	-	-	-1.007
TCGA-06-0750	STK11	-	-	0.51
TCGA-06-0750	SYNE1	-	-	0.039
TCGA-06-0750	TBL1XR1	-	-	-0.714
TCGA-06-0750	TBX3	-	-	-0.153
TCGA-06-0750	TCF12	-	-	0.723
TCGA-06-0750	TCF7	-	-	-0.113
TCGA-06-0750	TET2	-	-	-0.328
TCGA-06-0750	TFDP1	-	-	-0.185
TCGA-06-0750	TGFBR2	-	-	-0.282
TCGA-06-0750	TGIF1	-	-	-0.557
TCGA-06-0750	TJP2	-	-	0.652
TCGA-06-0750	TNFRSF10C	-	-	0.369
TCGA-06-0750	TOM1	-	-	0.568
TCGA-06-0750	TP53	-	-	0.135
TCGA-06-0750	U2AF1	-	-	0.314
TCGA-06-0750	WT1	-	-	-0.009
TCGA-06-0750	ZFP36L1	-	-	-0.768
TCGA-06-0750	ZFP36L2	-	-	0.529
TCGA-06-0750	ZNF132	-	-	1.125
TCGA-06-0750	ZNF300	-	-	1.202
TCGA-06-0750	ZNF814	-	-	0.639
TCGA-06-0750	ZNF844	-	-	-0.479
TCGA-06-0882	ABCB1	-	-	0.847
TCGA-06-0882	ACVR1B	-	-	-0.363
TCGA-06-0882	ADCY1	-	-	0.26
TCGA-06-0882	ADORA2A	-	-	-0.063
TCGA-06-0882	AHNAK2	-	-	0.213
TCGA-06-0882	AKAP9	-	-	-0.382
TCGA-06-0882	AKD1	-	-	0.146
TCGA-06-0882	AKT1	-	-	0.204
TCGA-06-0882	AMPH	-	-	1.362
TCGA-06-0882	APAF1	-	-	-0.048
TCGA-06-0882	BCOR	-	-	-1.141
TCGA-06-0882	BRAF	-	-	-0.567
TCGA-06-0882	BRCA1	-	-	-0.608
TCGA-06-0882	BRCA2	-	-	-0.376
TCGA-06-0882	CAD	-	-	-0.575
TCGA-06-0882	CASP8	-	-	-0.85
TCGA-06-0882	CAST	-	-	-0.353
TCGA-06-0882	CBFB	-	-	-0.036
TCGA-06-0882	CCND1	-	-	-0.277
TCGA-06-0882	CDKN2A	-	-	-0.061
TCGA-06-0882	CDKN2C	-	-	0.723
TCGA-06-0882	CEBPA	-	-	0.773
TCGA-06-0882	CENPF	-	-	-0.711
TCGA-06-0882	CFH	-	-	0.218
TCGA-06-0882	CHD4	-	-	-0.507
TCGA-06-0882	CHD8	-	-	-0.561
TCGA-06-0882	CREM	-	-	1.063
TCGA-06-0882	CRTC3	-	-	-0.18
TCGA-06-0882	CTCF	-	-	-0.926
TCGA-06-0882	CUL1	-	-	1.575
TCGA-06-0882	DHX9	-	-	-0.88
TCGA-06-0882	DICER1	-	-	-0.041
TCGA-06-0882	DMD	-	-	2.753
TCGA-06-0882	DNMT3A	-	-	-0.335
TCGA-06-0882	EGFR	-	-	0.042
TCGA-06-0882	EIF4A2	-	-	0.003
TCGA-06-0882	ELF3	-	-	-0.725
TCGA-06-0882	ERCC2	-	-	0.385
TCGA-06-0882	EWSR1	-	-	-0.913
TCGA-06-0882	EZH2	-	-	-0.598
TCGA-06-0882	FANCA	-	-	-0.709
TCGA-06-0882	FBN2	-	-	0.023
TCGA-06-0882	FBXO11	-	-	0.729
TCGA-06-0882	FES	-	-	0.23
TCGA-06-0882	FGFR3	-	-	1.273
TCGA-06-0882	FLT3	-	-	-0.003
TCGA-06-0882	FOXA2	-	-	-0.009
TCGA-06-0882	FRG1B	-	-	0.803
TCGA-06-0882	GATA3	-	-	-0.014
TCGA-06-0882	GNAI1	-	-	0.531
TCGA-06-0882	GNAS	-	-	0.88
TCGA-06-0882	GOLGA5	-	-	-0.718
TCGA-06-0882	GOT2	-	-	-0.323
TCGA-06-0882	GPHN	-	-	0.266
TCGA-06-0882	GPS2	-	-	0.032
TCGA-06-0882	H3F3C	-	-	-0.316
TCGA-06-0882	HGF	-	-	0.165
TCGA-06-0882	HLA-A	-	-	-0.3
TCGA-06-0882	HMGXB4	-	-	-1.06
TCGA-06-0882	HRAS	-	-	0.688
TCGA-06-0882	HSPA8	-	-	0.293
TCGA-06-0882	HUWE1	-	-	-0.862
TCGA-06-0882	IDH1	-	-	0.113
TCGA-06-0882	IDH2	-	-	-0.04
TCGA-06-0882	IRS2	-	-	2.211
TCGA-06-0882	KDM5C	-	-	-1.041
TCGA-06-0882	KEAP1	-	-	0.286
TCGA-06-0882	KIFC3	-	-	1.272
TCGA-06-0882	KIT	-	-	0.001
TCGA-06-0882	KRAS	-	-	-0.221
TCGA-06-0882	LEPR	-	-	0.091
TCGA-06-0882	LIFR	-	-	0.747
TCGA-06-0882	LPP	-	-	-0.945
TCGA-06-0882	LUM	-	-	-0.298
TCGA-06-0882	LZTR1	-	-	-0.017
TCGA-06-0882	MALAT1	-	-	-0.011
TCGA-06-0882	MAP2K4	-	-	0.234
TCGA-06-0882	MAP3K3	-	-	-0.502
TCGA-06-0882	MAPK8IP1	-	-	5.46
TCGA-06-0882	MATK	-	-	0.307
TCGA-06-0882	MDM2	-	-	0.111
TCGA-06-0882	MDM4	-	-	-0.029
TCGA-06-0882	METTL14	-	-	0.02
TCGA-06-0882	MN1	-	-	0.043
TCGA-06-0882	MTOR	-	-	-0.262
TCGA-06-0882	NAV3	-	-	1.158
TCGA-06-0882	NBPF10	-	-	-0.138
TCGA-06-0882	NCOA4	-	-	-0.324
TCGA-06-0882	NF1	-	-	-0.97
TCGA-06-0882	NFE2L2	-	-	0.189
TCGA-06-0882	NLRP3	-	-	0.351
TCGA-06-0882	NOTCH1	-	-	0.895
TCGA-06-0882	NR4A2	-	-	-0.199
TCGA-06-0882	PCBP1	-	-	-0.909
TCGA-06-0882	PDGFRA	-	-	-0.011
TCGA-06-0882	PIK3CA	-	-	-0.219
TCGA-06-0882	PIK3CG	-	-	0.177
TCGA-06-0882	PIK3R1	-	-	0.534
TCGA-06-0882	PIP5K1A	-	-	-0.006
TCGA-06-0882	PLCG1	-	-	2.465
TCGA-06-0882	PPP2R1A	-	-	-0.076
TCGA-06-0882	PTEN	1	-	-0.581
TCGA-06-0882	RAC1	-	-	0.618
TCGA-06-0882	RANBP2	-	-	-0.474
TCGA-06-0882	RANBP3	-	-	0.585
TCGA-06-0882	RB1	-	-	1.914
TCGA-06-0882	RBMX	-	-	-1.074
TCGA-06-0882	RHEB	-	-	0.395
TCGA-06-0882	RHOA	-	-	0.385
TCGA-06-0882	RPL5	-	-	-0.86
TCGA-06-0882	RPSAP58	-	-	-0.134
TCGA-06-0882	RUNX1	-	-	-0.345
TCGA-06-0882	RXRA	-	-	-0.09
TCGA-06-0882	SMAD2	-	-	-0.432
TCGA-06-0882	SMC1A	-	-	-1.018
TCGA-06-0882	SPATA6	-	-	1.677
TCGA-06-0882	SPEN	-	-	-0.468
TCGA-06-0882	SPOP	-	-	-0.02
TCGA-06-0882	STAG2	-	-	-1.799
TCGA-06-0882	STK11	-	-	-0.061
TCGA-06-0882	SYNE1	-	-	0.359
TCGA-06-0882	TBL1XR1	-	-	-0.689
TCGA-06-0882	TBX3	-	-	-0.136
TCGA-06-0882	TCF12	-	-	1.185
TCGA-06-0882	TCF7	-	-	-0.318
TCGA-06-0882	TET2	-	-	-0.166
TCGA-06-0882	TFDP1	-	-	-0.18
TCGA-06-0882	TGFBR2	-	-	0.122
TCGA-06-0882	TGIF1	-	-	-0.821
TCGA-06-0882	TJP2	-	-	-0.361
TCGA-06-0882	TNFRSF10C	-	-	1.313
TCGA-06-0882	TOM1	-	-	-0.415
TCGA-06-0882	TP53	-	-	0.087
TCGA-06-0882	U2AF1	-	-	-0.148
TCGA-06-0882	WT1	-	-	-0.009
TCGA-06-0882	ZFP36L1	-	-	-0.228
TCGA-06-0882	ZFP36L2	-	-	0.706
TCGA-06-0882	ZNF132	-	-	1.88
TCGA-06-0882	ZNF300	-	-	0.423
TCGA-06-0882	ZNF814	-	-	0.153
TCGA-06-0882	ZNF844	-	-	-0.052
TCGA-06-1804	ABCB1	-	-	0.593
TCGA-06-1804	ACVR1B	-	-	-1.013
TCGA-06-1804	ADCY1	-	-	0.279
TCGA-06-1804	ADORA2A	-	-	0.07
TCGA-06-1804	AHNAK2	-	-	-0.119
TCGA-06-1804	AKAP9	-	-	-0.19
TCGA-06-1804	AKD1	-	-	1.1
TCGA-06-1804	AKT1	-	-	-0.177
TCGA-06-1804	AMPH	-	-	2.201
TCGA-06-1804	APAF1	-	-	-0.034
TCGA-06-1804	BCOR	1	-	0.131
TCGA-06-1804	BRAF	-	-	-0.474
TCGA-06-1804	BRCA1	-	-	0.763
TCGA-06-1804	BRCA2	-	-	-0.312
TCGA-06-1804	CAD	-	-	0.156
TCGA-06-1804	CASP8	-	-	-1.056
TCGA-06-1804	CAST	-	-	-0.867
TCGA-06-1804	CBFB	-	-	-1.054
TCGA-06-1804	CCND1	-	-	-0.324
TCGA-06-1804	CDKN2A	-	-	0.307
TCGA-06-1804	CDKN2C	-	-	2.854
TCGA-06-1804	CEBPA	-	-	0.022
TCGA-06-1804	CENPF	-	-	-0.342
TCGA-06-1804	CFH	-	-	0.65
TCGA-06-1804	CHD4	-	-	-0.342
TCGA-06-1804	CHD8	1	-	1.58
TCGA-06-1804	CREM	-	-	0.1
TCGA-06-1804	CRTC3	-	-	0.088
TCGA-06-1804	CTCF	-	-	0.341
TCGA-06-1804	CUL1	-	-	1.337
TCGA-06-1804	DHX9	-	-	-0.165
TCGA-06-1804	DICER1	-	-	0.571
TCGA-06-1804	DMD	-	-	3.258
TCGA-06-1804	DNMT3A	-	-	-0.203
TCGA-06-1804	EGFR	1	-	0.524
TCGA-06-1804	EIF4A2	-	-	-0.746
TCGA-06-1804	ELF3	-	-	-0.729
TCGA-06-1804	ERCC2	-	-	1.167
TCGA-06-1804	EWSR1	-	-	-0.397
TCGA-06-1804	EZH2	-	-	0.926
TCGA-06-1804	FANCA	-	-	0.865
TCGA-06-1804	FBN2	-	-	-0.032
TCGA-06-1804	FBXO11	-	-	0.634
TCGA-06-1804	FES	-	-	0.211
TCGA-06-1804	FGFR3	-	-	0.954
TCGA-06-1804	FLT3	-	-	-0.006
TCGA-06-1804	FOXA2	-	-	0.037
TCGA-06-1804	FRG1B	-	-	0.325
TCGA-06-1804	GATA3	0	-2	-0.011
TCGA-06-1804	GNAI1	-	-	-0.537
TCGA-06-1804	GNAS	-	-	-0.169
TCGA-06-1804	GOLGA5	-	-	-1.315
TCGA-06-1804	GOT2	-	-	-0.721
TCGA-06-1804	GPHN	-	-	1.054
TCGA-06-1804	GPS2	-	-	2.823
TCGA-06-1804	H3F3C	-	-	-0.447
TCGA-06-1804	HGF	-	-	0.002
TCGA-06-1804	HLA-A	-	-	-0.663
TCGA-06-1804	HMGXB4	-	-	-0.863
TCGA-06-1804	HRAS	-	-	0.236
TCGA-06-1804	HSPA8	-	-	-0.281
TCGA-06-1804	HUWE1	0	-	0.339
TCGA-06-1804	IDH1	-	-	0.135
TCGA-06-1804	IDH2	-	-	0.539
TCGA-06-1804	IRS2	-	-	0.024
TCGA-06-1804	KDM5C	-	-	0.415
TCGA-06-1804	KEAP1	-	-	1.108
TCGA-06-1804	KIFC3	-	-	-0.231
TCGA-06-1804	KIT	-	-	0.071
TCGA-06-1804	KRAS	-	-	-0.392
TCGA-06-1804	LEPR	-	-	-0.3
TCGA-06-1804	LIFR	-	-	1.631
TCGA-06-1804	LPP	-	-	-0.602
TCGA-06-1804	LUM	-	-	-0.32
TCGA-06-1804	LZTR1	-	-	0.993
TCGA-06-1804	MALAT1	-	-	0.136
TCGA-06-1804	MAP2K4	-	-	0.174
TCGA-06-1804	MAP3K3	-	-	-0.089
TCGA-06-1804	MAPK8IP1	-	-	1.485
TCGA-06-1804	MATK	-	-	0.027
TCGA-06-1804	MDM2	-	-	-0.117
TCGA-06-1804	MDM4	-	-	0.457
TCGA-06-1804	METTL14	-	-	0.462
TCGA-06-1804	MN1	-	-	0.971
TCGA-06-1804	MTOR	-	-	1.669
TCGA-06-1804	NAV3	-	-	2.035
TCGA-06-1804	NBPF10	-	-	0.277
TCGA-06-1804	NCOA4	-	-	-0.998
TCGA-06-1804	NF1	-	-	0.51
TCGA-06-1804	NFE2L2	-	-	0.033
TCGA-06-1804	NLRP3	-	-	0.195
TCGA-06-1804	NOTCH1	-	-	2.144
TCGA-06-1804	NR4A2	-	-	-0.191
TCGA-06-1804	PCBP1	-	-	-0.996
TCGA-06-1804	PDGFRA	-	-	0.315
TCGA-06-1804	PIK3CA	-	-	-0.368
TCGA-06-1804	PIK3CG	-	-	0.049
TCGA-06-1804	PIK3R1	-	-	0.83
TCGA-06-1804	PIP5K1A	-	-	-0.278
TCGA-06-1804	PLCG1	-	-	4.906
TCGA-06-1804	PPP2R1A	-	-	-0.6
TCGA-06-1804	PTEN	1	-	-0.618
TCGA-06-1804	RAC1	-	-	-0.382
TCGA-06-1804	RANBP2	-	-	0.209
TCGA-06-1804	RANBP3	-	-	0.524
TCGA-06-1804	RB1	-	-	-1.198
TCGA-06-1804	RBMX	-	-	-0.893
TCGA-06-1804	RHEB	-	-	0.95
TCGA-06-1804	RHOA	-	-	0.082
TCGA-06-1804	RPL5	-	-	-1.26
TCGA-06-1804	RPSAP58	-	-	-0.346
TCGA-06-1804	RUNX1	-	-	-0.572
TCGA-06-1804	RXRA	-	-	0.325
TCGA-06-1804	SMAD2	-	-	-0.8
TCGA-06-1804	SMC1A	-	-	2.038
TCGA-06-1804	SPATA6	-	-	2.492
TCGA-06-1804	SPEN	-	-	0.527
TCGA-06-1804	SPOP	-	-	2.304
TCGA-06-1804	STAG2	-	-	-0.066
TCGA-06-1804	STK11	-	-	0.815
TCGA-06-1804	SYNE1	-	-	0.647
TCGA-06-1804	TBL1XR1	-	-	-0.601
TCGA-06-1804	TBX3	-	-	-0.151
TCGA-06-1804	TCF12	-	-	2.874
TCGA-06-1804	TCF7	-	-	-0.212
TCGA-06-1804	TET2	-	-	0.051
TCGA-06-1804	TFDP1	-	-	-0.061
TCGA-06-1804	TGFBR2	-	-	-0.346
TCGA-06-1804	TGIF1	-	-	-0.479
TCGA-06-1804	TJP2	-	-	1.078
TCGA-06-1804	TNFRSF10C	-	-	0.322
TCGA-06-1804	TOM1	-	-	-0.904
TCGA-06-1804	TP53	-	-	2.48
TCGA-06-1804	U2AF1	-	-	0.413
TCGA-06-1804	WT1	-	-	0.029
TCGA-06-1804	ZFP36L1	-	-	0.112
TCGA-06-1804	ZFP36L2	-	-	-0.453
TCGA-06-1804	ZNF132	-	-	3.485
TCGA-06-1804	ZNF300	-	-	0.672
TCGA-06-1804	ZNF814	-	-	0.581
TCGA-06-1804	ZNF844	-	-	-0.089
TCGA-06-2557	ABCB1	-	-	0.512
TCGA-06-2557	ACVR1B	-	-	-0.757
TCGA-06-2557	ADCY1	-	-	0.369
TCGA-06-2557	ADORA2A	-	-	-0.035
TCGA-06-2557	AHNAK2	-	-	-0.184
TCGA-06-2557	AKAP9	-	-	-0.225
TCGA-06-2557	AKD1	-	-	-0.268
TCGA-06-2557	AKT1	-	-	0.203
TCGA-06-2557	AMPH	-	-	1.085
TCGA-06-2557	APAF1	-	-	0.332
TCGA-06-2557	BCOR	-	-	-0.423
TCGA-06-2557	BRAF	-	-	-0.876
TCGA-06-2557	BRCA1	-	-	0.296
TCGA-06-2557	BRCA2	-	-	-0.217
TCGA-06-2557	CAD	-	-	0.116
TCGA-06-2557	CASP8	-	-	-0.959
TCGA-06-2557	CAST	-	-	-1.022
TCGA-06-2557	CBFB	-	-	-0.305
TCGA-06-2557	CCND1	-	-	-0.228
TCGA-06-2557	CDKN2A	1	-	0.46
TCGA-06-2557	CDKN2C	-	-	4.301
TCGA-06-2557	CEBPA	-	-	1.389
TCGA-06-2557	CENPF	-	-	0.071
TCGA-06-2557	CFH	-	-	0.068
TCGA-06-2557	CHD4	-	-	-0.124
TCGA-06-2557	CHD8	-	-	-0.094
TCGA-06-2557	CREM	-	-	-0.035
TCGA-06-2557	CRTC3	-	-	0.677
TCGA-06-2557	CTCF	-	-	-0.546
TCGA-06-2557	CUL1	-	-	0.006
TCGA-06-2557	DHX9	-	-	-0.064
TCGA-06-2557	DICER1	1	-	-0.143
TCGA-06-2557	DMD	-	-	0.073
TCGA-06-2557	DNMT3A	-	-	-0.003
TCGA-06-2557	EGFR	1	2	3.372
TCGA-06-2557	EIF4A2	-	-	-0.156
TCGA-06-2557	ELF3	-	-	-0.727
TCGA-06-2557	ERCC2	-	-	0.772
TCGA-06-2557	EWSR1	-	-	0.234
TCGA-06-2557	EZH2	-	-	0.744
TCGA-06-2557	FANCA	-	-	0.129
TCGA-06-2557	FBN2	-	-	0.073
TCGA-06-2557	FBXO11	-	-	0.268
TCGA-06-2557	FES	-	-	0.241
TCGA-06-2557	FGFR3	-	-	0.41
TCGA-06-2557	FLT3	-	-	-0
TCGA-06-2557	FOXA2	-	-	-0.009
TCGA-06-2557	FRG1B	-	-	0.35
TCGA-06-2557	GATA3	-	-	-0.006
TCGA-06-2557	GNAI1	0	2	2.124
TCGA-06-2557	GNAS	-	-	0.941
TCGA-06-2557	GOLGA5	-	-	-0.982
TCGA-06-2557	GOT2	-	-	-0.999
TCGA-06-2557	GPHN	-	-	1.021
TCGA-06-2557	GPS2	-	-	1.206
TCGA-06-2557	H3F3C	-	-	-0.206
TCGA-06-2557	HGF	-	-	0.051
TCGA-06-2557	HLA-A	-	-	0.131
TCGA-06-2557	HMGXB4	-	-	-0.048
TCGA-06-2557	HRAS	-	-	0.23
TCGA-06-2557	HSPA8	-	-	0.181
TCGA-06-2557	HUWE1	-	-	-0.566
TCGA-06-2557	IDH1	-	-	0.043
TCGA-06-2557	IDH2	-	-	-0.279
TCGA-06-2557	IRS2	-	-	0.682
TCGA-06-2557	KDM5C	-	-	-0.592
TCGA-06-2557	KEAP1	-	-	0.236
TCGA-06-2557	KIFC3	-	-	-0.042
TCGA-06-2557	KIT	-	-	-0.026
TCGA-06-2557	KRAS	-	-	-0.327
TCGA-06-2557	LEPR	-	-	-0.127
TCGA-06-2557	LIFR	-	-	0.976
TCGA-06-2557	LPP	-	-	-0.964
TCGA-06-2557	LUM	-	-	-0.308
TCGA-06-2557	LZTR1	-	-	1.369
TCGA-06-2557	MALAT1	-	-	0.037
TCGA-06-2557	MAP2K4	-	-	0.165
TCGA-06-2557	MAP3K3	-	-	0.222
TCGA-06-2557	MAPK8IP1	-	-	2.826
TCGA-06-2557	MATK	-	-	-0.006
TCGA-06-2557	MDM2	-	-	0.077
TCGA-06-2557	MDM4	-	-	0.277
TCGA-06-2557	METTL14	-	-	-0.311
TCGA-06-2557	MN1	-	-	-0.078
TCGA-06-2557	MTOR	-	-	0.669
TCGA-06-2557	NAV3	-	-	0.115
TCGA-06-2557	NBPF10	-	-	0.026
TCGA-06-2557	NCOA4	-	-	-0.214
TCGA-06-2557	NF1	-	-	-0.143
TCGA-06-2557	NFE2L2	-	-	-0.032
TCGA-06-2557	NLRP3	-	-	0.785
TCGA-06-2557	NOTCH1	-	-	0.89
TCGA-06-2557	NR4A2	-	-	-0.242
TCGA-06-2557	PCBP1	-	-	-1.046
TCGA-06-2557	PDGFRA	-	-	0.144
TCGA-06-2557	PIK3CA	-	-	-0.303
TCGA-06-2557	PIK3CG	-	-	0.434
TCGA-06-2557	PIK3R1	-	-	1.008
TCGA-06-2557	PIP5K1A	-	-	0.14
TCGA-06-2557	PLCG1	-	-	6.855
TCGA-06-2557	PPP2R1A	-	-	-0.151
TCGA-06-2557	PTEN	-	-	-1.204
TCGA-06-2557	RAC1	-	-	-0.32
TCGA-06-2557	RANBP2	-	-	-0.778
TCGA-06-2557	RANBP3	-	-	1.448
TCGA-06-2557	RB1	-	-	1.439
TCGA-06-2557	RBMX	-	-	-0.051
TCGA-06-2557	RHEB	-	-	0.068
TCGA-06-2557	RHOA	-	-	0.024
TCGA-06-2557	RPL5	-	-	-0.843
TCGA-06-2557	RPSAP58	-	-	-0.121
TCGA-06-2557	RUNX1	-	-	-0.397
TCGA-06-2557	RXRA	-	-	-0.447
TCGA-06-2557	SMAD2	-	-	-0.445
TCGA-06-2557	SMC1A	-	-	-0.417
TCGA-06-2557	SPATA6	-	-	4.63
TCGA-06-2557	SPEN	-	-	0.587
TCGA-06-2557	SPOP	-	-	0.478
TCGA-06-2557	STAG2	-	-	0.186
TCGA-06-2557	STK11	-	-	0.056
TCGA-06-2557	SYNE1	-	-	-0.029
TCGA-06-2557	TBL1XR1	-	-	-0.598
TCGA-06-2557	TBX3	-	-	-0.147
TCGA-06-2557	TCF12	-	-	3.553
TCGA-06-2557	TCF7	-	-	-0.04
TCGA-06-2557	TET2	-	-	0.056
TCGA-06-2557	TFDP1	-	-	0.038
TCGA-06-2557	TGFBR2	-	-	-0.05
TCGA-06-2557	TGIF1	-	-	-0.34
TCGA-06-2557	TJP2	-	-	-0.618
TCGA-06-2557	TNFRSF10C	-	-	-0.08
TCGA-06-2557	TOM1	-	-	0.022
TCGA-06-2557	TP53	-	-	-0.307
TCGA-06-2557	U2AF1	-	-	-0.048
TCGA-06-2557	WT1	-	-	-0.01
TCGA-06-2557	ZFP36L1	-	-	-0.016
TCGA-06-2557	ZFP36L2	-	-	0.245
TCGA-06-2557	ZNF132	-	-	1.383
TCGA-06-2557	ZNF300	-	-	2.467
TCGA-06-2557	ZNF814	-	-	0.498
TCGA-06-2557	ZNF844	-	-	0.291
TCGA-06-2558	ABCB1	-	-	0.957
TCGA-06-2558	ACVR1B	-	-	-0.368
TCGA-06-2558	ADCY1	-	-	0.201
TCGA-06-2558	ADORA2A	-	-	0.162
TCGA-06-2558	AHNAK2	-	-	-0.15
TCGA-06-2558	AKAP9	-	-	-0.428
TCGA-06-2558	AKD1	-	-	1.053
TCGA-06-2558	AKT1	-	-	-0.19
TCGA-06-2558	AMPH	-	-	1.71
TCGA-06-2558	APAF1	-	-	0.356
TCGA-06-2558	BCOR	0	-	-0.505
TCGA-06-2558	BRAF	-	-	-0.222
TCGA-06-2558	BRCA1	-	-	0.036
TCGA-06-2558	BRCA2	-	-	-0.198
TCGA-06-2558	CAD	-	-	-0.491
TCGA-06-2558	CASP8	-	-	-1.142
TCGA-06-2558	CAST	-	-	-1.031
TCGA-06-2558	CBFB	-	-	-0.187
TCGA-06-2558	CCND1	-	-	-0.079
TCGA-06-2558	CDKN2A	-	-	0.853
TCGA-06-2558	CDKN2C	-	-	3.117
TCGA-06-2558	CEBPA	-	-	0.181
TCGA-06-2558	CENPF	-	-	-0.041
TCGA-06-2558	CFH	-	-	-0.284
TCGA-06-2558	CHD4	-	-	-0.812
TCGA-06-2558	CHD8	-	-	-0.404
TCGA-06-2558	CREM	-	-	0.479
TCGA-06-2558	CRTC3	-	-	-0.767
TCGA-06-2558	CTCF	-	-	0.171
TCGA-06-2558	CUL1	-	-	0.325
TCGA-06-2558	DHX9	-	-	-0.276
TCGA-06-2558	DICER1	-	-	-0.315
TCGA-06-2558	DMD	-	-	0.298
TCGA-06-2558	DNMT3A	-	-	-0.358
TCGA-06-2558	EGFR	-	-	0.157
TCGA-06-2558	EIF4A2	-	-	0.356
TCGA-06-2558	ELF3	-	-	-0.729
TCGA-06-2558	ERCC2	-	-	0.471
TCGA-06-2558	EWSR1	-	-	-1.095
TCGA-06-2558	EZH2	-	-	1.627
TCGA-06-2558	FANCA	-	-	-0.321
TCGA-06-2558	FBN2	-	-	-0.041
TCGA-06-2558	FBXO11	-	-	1.727
TCGA-06-2558	FES	-	-	-0.119
TCGA-06-2558	FGFR3	-	-	0.297
TCGA-06-2558	FLT3	-	-	-0.005
TCGA-06-2558	FOXA2	-	-	0.001
TCGA-06-2558	FRG1B	-	-	-0.099
TCGA-06-2558	GATA3	-	-	-0.014
TCGA-06-2558	GNAI1	-	-	1.525
TCGA-06-2558	GNAS	-	-	0.175
TCGA-06-2558	GOLGA5	-	-	-0.487
TCGA-06-2558	GOT2	-	-	-0.036
TCGA-06-2558	GPHN	-	-	1.482
TCGA-06-2558	GPS2	-	-	0.15
TCGA-06-2558	H3F3C	-	-	-0.364
TCGA-06-2558	HGF	-	-	0.002
TCGA-06-2558	HLA-A	-	-	-0.529
TCGA-06-2558	HMGXB4	-	-	-0.42
TCGA-06-2558	HRAS	-	-	0.01
TCGA-06-2558	HSPA8	-	-	0.698
TCGA-06-2558	HUWE1	-	-	-0.987
TCGA-06-2558	IDH1	-	-	0.412
TCGA-06-2558	IDH2	-	-	-0.47
TCGA-06-2558	IRS2	-	-	0.298
TCGA-06-2558	KDM5C	-	-	-0.547
TCGA-06-2558	KEAP1	-	-	-0.064
TCGA-06-2558	KIFC3	-	-	0.398
TCGA-06-2558	KIT	-	-	0.179
TCGA-06-2558	KRAS	-	-	-0.012
TCGA-06-2558	LEPR	-	-	-0.048
TCGA-06-2558	LIFR	-	-	0.744
TCGA-06-2558	LPP	-	-	-0.939
TCGA-06-2558	LUM	-	-	-0.262
TCGA-06-2558	LZTR1	-	-	-0.314
TCGA-06-2558	MALAT1	-	-	-0.026
TCGA-06-2558	MAP2K4	-	-	0.82
TCGA-06-2558	MAP3K3	-	-	-0.354
TCGA-06-2558	MAPK8IP1	-	-	4.496
TCGA-06-2558	MATK	-	-	0.217
TCGA-06-2558	MDM2	-	-	-0.07
TCGA-06-2558	MDM4	-	-	0.211
TCGA-06-2558	METTL14	-	-	-0.116
TCGA-06-2558	MN1	-	-	0.121
TCGA-06-2558	MTOR	-	-	-0.106
TCGA-06-2558	NAV3	-	-	0.512
TCGA-06-2558	NBPF10	-	-	-0.183
TCGA-06-2558	NCOA4	-	-	-0.435
TCGA-06-2558	NF1	-	-	0.111
TCGA-06-2558	NFE2L2	-	-	-0.067
TCGA-06-2558	NLRP3	-	-	0.174
TCGA-06-2558	NOTCH1	-	-	1.025
TCGA-06-2558	NR4A2	-	-	-0.208
TCGA-06-2558	PCBP1	-	-	-1.446
TCGA-06-2558	PDGFRA	-	-	0.996
TCGA-06-2558	PIK3CA	-	-	-0.115
TCGA-06-2558	PIK3CG	-	-	0.202
TCGA-06-2558	PIK3R1	-	-	1.216
TCGA-06-2558	PIP5K1A	-	-	-0.177
TCGA-06-2558	PLCG1	-	-	0.55
TCGA-06-2558	PPP2R1A	-	-	0.052
TCGA-06-2558	PTEN	1	-	-0.923
TCGA-06-2558	RAC1	-	-	0.925
